game_id,fecha,local,visitante,estadio
823608,2026-06-28,New York Mets,Philadelphia Phillies,Citi Field
823686,2026-06-28,Minnesota Twins,Colorado Rockies,Target Field
824580,2026-06-28,Chicago White Sox,Kansas City Royals,Rate Field
823769,2026-06-28,Milwaukee Brewers,Chicago Cubs,American Family Field
823037,2026-06-28,St. Louis Cardinals,Miami Marlins,Busch Stadium
824011,2026-06-28,Los Angeles Angels,Athletics,Angel Stadium
823204,2026-06-28,San Francisco Giants,Atlanta Braves,Oracle Park
823281,2026-06-28,San Diego Padres,Los Angeles Dodgers,Petco Park
824744,2026-06-28,Boston Red Sox,New York Yankees,Fenway Park
824822,2026-06-29,Baltimore Orioles,Chicago White Sox,Oriole Park at Camden Yards
823444,2026-06-29,Philadelphia Phillies,Pittsburgh Pirates,Citizens Bank Park
823529,2026-06-29,New York Yankees,Detroit Tigers,Yankee Stadium
822792,2026-06-29,Toronto Blue Jays,New York Mets,Rogers Centre
824741,2026-06-29,Boston Red Sox,Washington Nationals,Fenway Park
824420,2026-06-29,Cleveland Guardians,Texas Rangers,Progressive Field
823771,2026-06-29,Milwaukee Brewers,Cincinnati Reds,American Family Field
824662,2026-06-29,Chicago Cubs,San Diego Padres,Wrigley Field
824176,2026-06-29,Houston Astros,Minnesota Twins,Daikin Park
824339,2026-06-29,Colorado Rockies,Miami Marlins,Coors Field
824986,2026-06-29,Athletics,Los Angeles Dodgers,Sutter Health Park
823121,2026-06-29,Seattle Mariners,Los Angeles Angels,T-Mobile Park
825065,2026-06-29,Arizona Diamondbacks,San Francisco Giants,Chase Field
824819,2026-06-30,Baltimore Orioles,Chicago White Sox,Oriole Park at Camden Yards
824418,2026-06-30,Cleveland Guardians,Texas Rangers,Progressive Field
823445,2026-06-30,Philadelphia Phillies,Pittsburgh Pirates,Citizens Bank Park
823528,2026-06-30,New York Yankees,Detroit Tigers,Yankee Stadium
822793,2026-06-30,Toronto Blue Jays,New York Mets,Rogers Centre
824742,2026-06-30,Boston Red Sox,Washington Nationals,Fenway Park
824907,2026-06-30,Atlanta Braves,St. Louis Cardinals,Truist Park
824096,2026-06-30,Kansas City Royals,Tampa Bay Rays,Kauffman Stadium
823768,2026-06-30,Milwaukee Brewers,Cincinnati Reds,American Family Field
824661,2026-06-30,Chicago Cubs,San Diego Padres,Wrigley Field
824175,2026-06-30,Houston Astros,Minnesota Twins,Daikin Park
824338,2026-06-30,Colorado Rockies,Miami Marlins,Coors Field
824984,2026-06-30,Athletics,Los Angeles Dodgers,Sutter Health Park
823122,2026-06-30,Seattle Mariners,Los Angeles Angels,T-Mobile Park
825066,2026-06-30,Arizona Diamondbacks,San Francisco Giants,Chase Field
824818,2026-07-01,Baltimore Orioles,Chicago White Sox,Oriole Park at Camden Yards
824419,2026-07-01,Cleveland Guardians,Texas Rangers,Progressive Field
824740,2026-07-01,Boston Red Sox,Washington Nationals,Fenway Park
823530,2026-07-01,New York Yankees,Detroit Tigers,Yankee Stadium
824660,2026-07-01,Chicago Cubs,San Diego Padres,Wrigley Field
822791,2026-07-01,Toronto Blue Jays,New York Mets,Rogers Centre
823446,2026-07-01,Philadelphia Phillies,Pittsburgh Pirates,Citizens Bank Park
824905,2026-07-01,Atlanta Braves,St. Louis Cardinals,Truist Park
824094,2026-07-01,Kansas City Royals,Tampa Bay Rays,Kauffman Stadium
824174,2026-07-01,Houston Astros,Minnesota Twins,Daikin Park
823767,2026-07-01,Milwaukee Brewers,Cincinnati Reds,American Family Field
824337,2026-07-01,Colorado Rockies,Miami Marlins,Coors Field
824985,2026-07-01,Athletics,Los Angeles Dodgers,Sutter Health Park
825064,2026-07-01,Arizona Diamondbacks,San Francisco Giants,Chase Field
823442,2026-07-02,Philadelphia Phillies,Pittsburgh Pirates,Citizens Bank Park
823765,2026-07-02,Milwaukee Brewers,Cincinnati Reds,American Family Field
824335,2026-07-02,Colorado Rockies,Miami Marlins,Coors Field
824416,2026-07-02,Cleveland Guardians,Chicago White Sox,Progressive Field
824906,2026-07-02,Atlanta Braves,St. Louis Cardinals,Truist Park
824093,2026-07-02,Kansas City Royals,Tampa Bay Rays,Kauffman Stadium
822884,2026-07-02,Texas Rangers,Detroit Tigers,Globe Life Field
823119,2026-07-02,Seattle Mariners,Los Angeles Angels,T-Mobile Park
823935,2026-07-02,Los Angeles Dodgers,San Diego Padres,UNIQLO Field at Dodger Stadium
824659,2026-07-03,Chicago Cubs,St. Louis Cardinals,Wrigley Field
822714,2026-07-03,Washington Nationals,Pittsburgh Pirates,Nationals Park
823527,2026-07-03,New York Yankees,Minnesota Twins,Yankee Stadium
824498,2026-07-03,Cincinnati Reds,Baltimore Orioles,Great American Ball Park
824417,2026-07-03,Cleveland Guardians,Chicago White Sox,Progressive Field
824904,2026-07-03,Atlanta Braves,New York Mets,Truist Park
824336,2026-07-03,Colorado Rockies,San Francisco Giants,Coors Field
824173,2026-07-03,Houston Astros,Tampa Bay Rays,Daikin Park
824013,2026-07-03,Los Angeles Angels,Boston Red Sox,Angel Stadium
824982,2026-07-03,Athletics,Miami Marlins,Sutter Health Park
825062,2026-07-03,Arizona Diamondbacks,Milwaukee Brewers,Chase Field
823933,2026-07-03,Los Angeles Dodgers,San Diego Padres,UNIQLO Field at Dodger Stadium
823120,2026-07-03,Seattle Mariners,Toronto Blue Jays,T-Mobile Park
822716,2026-07-04,Washington Nationals,Pittsburgh Pirates,Nationals Park
823526,2026-07-04,New York Yankees,Minnesota Twins,Yankee Stadium
822882,2026-07-04,Texas Rangers,Detroit Tigers,Globe Life Field
823118,2026-07-04,Seattle Mariners,Toronto Blue Jays,T-Mobile Park
824499,2026-07-04,Cincinnati Reds,Baltimore Orioles,Great American Ball Park
824171,2026-07-04,Houston Astros,Tampa Bay Rays,Daikin Park
824415,2026-07-04,Cleveland Guardians,Chicago White Sox,Progressive Field
824658,2026-07-04,Chicago Cubs,St. Louis Cardinals,Wrigley Field
824903,2026-07-04,Atlanta Braves,New York Mets,Truist Park
824334,2026-07-04,Colorado Rockies,San Francisco Giants,Coors Field
824092,2026-07-04,Kansas City Royals,Philadelphia Phillies,Kauffman Stadium
824012,2026-07-04,Los Angeles Angels,Boston Red Sox,Angel Stadium
824983,2026-07-04,Athletics,Miami Marlins,Sutter Health Park
825063,2026-07-04,Arizona Diamondbacks,Milwaukee Brewers,Chase Field
823932,2026-07-04,Los Angeles Dodgers,San Diego Padres,UNIQLO Field at Dodger Stadium
824902,2026-07-05,Atlanta Braves,New York Mets,Truist Park
822715,2026-07-05,Washington Nationals,Pittsburgh Pirates,Nationals Park
824497,2026-07-05,Cincinnati Reds,Baltimore Orioles,Great American Ball Park
823525,2026-07-05,New York Yankees,Minnesota Twins,Yankee Stadium
824413,2026-07-05,Cleveland Guardians,Chicago White Sox,Progressive Field
824656,2026-07-05,Chicago Cubs,St. Louis Cardinals,Wrigley Field
824091,2026-07-05,Kansas City Royals,Philadelphia Phillies,Kauffman Stadium
824172,2026-07-05,Houston Astros,Tampa Bay Rays,Daikin Park
822879,2026-07-05,Texas Rangers,Detroit Tigers,Globe Life Field
824333,2026-07-05,Colorado Rockies,San Francisco Giants,Coors Field
825061,2026-07-05,Arizona Diamondbacks,Milwaukee Brewers,Chase Field
824980,2026-07-05,Athletics,Miami Marlins,Sutter Health Park
823117,2026-07-05,Seattle Mariners,Toronto Blue Jays,T-Mobile Park
823931,2026-07-05,Los Angeles Dodgers,San Diego Padres,UNIQLO Field at Dodger Stadium
824010,2026-07-05,Los Angeles Angels,Boston Red Sox,Angel Stadium
824089,2026-07-06,Kansas City Royals,Philadelphia Phillies,Kauffman Stadium
822958,2026-07-06,Tampa Bay Rays,New York Yankees,Tropicana Field
822712,2026-07-06,Washington Nationals,Houston Astros,Nationals Park
824900,2026-07-06,Atlanta Braves,New York Mets,Truist Park
823036,2026-07-06,St. Louis Cardinals,Milwaukee Brewers,Busch Stadium
823282,2026-07-06,San Diego Padres,Arizona Diamondbacks,Petco Park
823205,2026-07-06,San Francisco Giants,Toronto Blue Jays,Oracle Park
823930,2026-07-06,Los Angeles Dodgers,Colorado Rockies,UNIQLO Field at Dodger Stadium
823062,2026-07-07,St. Louis Cardinals,Milwaukee Brewers,Busch Stadium
823035,2026-07-07,St. Louis Cardinals,Milwaukee Brewers,Busch Stadium
824820,2026-07-07,Baltimore Orioles,Chicago Cubs,Oriole Park at Camden Yards
824254,2026-07-07,Detroit Tigers,Athletics,Comerica Park
823361,2026-07-07,Pittsburgh Pirates,Atlanta Braves,PNC Park
823847,2026-07-07,Miami Marlins,Seattle Mariners,loanDepot park
822956,2026-07-07,Tampa Bay Rays,New York Yankees,Tropicana Field
822713,2026-07-07,Washington Nationals,Houston Astros,Nationals Park
823607,2026-07-07,New York Mets,Kansas City Royals,Citi Field
824495,2026-07-07,Cincinnati Reds,Philadelphia Phillies,Great American Ball Park
823687,2026-07-07,Minnesota Twins,Cleveland Guardians,Target Field
824579,2026-07-07,Chicago White Sox,Boston Red Sox,Rate Field
822881,2026-07-07,Texas Rangers,Los Angeles Angels,Globe Life Field
823280,2026-07-07,San Diego Padres,Arizona Diamondbacks,Petco Park
823203,2026-07-07,San Francisco Giants,Toronto Blue Jays,Oracle Park
823929,2026-07-07,Los Angeles Dodgers,Colorado Rockies,UNIQLO Field at Dodger Stadium
823202,2026-07-08,San Francisco Giants,Toronto Blue Jays,Oracle Park
824815,2026-07-08,Baltimore Orioles,Chicago Cubs,Oriole Park at Camden Yards
824253,2026-07-08,Detroit Tigers,Athletics,Comerica Park
823360,2026-07-08,Pittsburgh Pirates,Atlanta Braves,PNC Park
823848,2026-07-08,Miami Marlins,Seattle Mariners,loanDepot park
822957,2026-07-08,Tampa Bay Rays,New York Yankees,Tropicana Field
822710,2026-07-08,Washington Nationals,Houston Astros,Nationals Park
823605,2026-07-08,New York Mets,Kansas City Royals,Citi Field
824496,2026-07-08,Cincinnati Reds,Philadelphia Phillies,Great American Ball Park
823684,2026-07-08,Minnesota Twins,Cleveland Guardians,Target Field
824578,2026-07-08,Chicago White Sox,Boston Red Sox,Rate Field
823032,2026-07-08,St. Louis Cardinals,Milwaukee Brewers,Busch Stadium
822880,2026-07-08,Texas Rangers,Los Angeles Angels,Globe Life Field
823928,2026-07-08,Los Angeles Dodgers,Colorado Rockies,UNIQLO Field at Dodger Stadium
823279,2026-07-08,San Diego Padres,Arizona Diamondbacks,Petco Park
823359,2026-07-09,Pittsburgh Pirates,Atlanta Braves,PNC Park
823606,2026-07-09,New York Mets,Kansas City Royals,Citi Field
822954,2026-07-09,Tampa Bay Rays,New York Yankees,Tropicana Field
823683,2026-07-09,Minnesota Twins,Cleveland Guardians,Target Field
824577,2026-07-09,Chicago White Sox,Boston Red Sox,Rate Field
824816,2026-07-09,Baltimore Orioles,Chicago Cubs,Oriole Park at Camden Yards
824251,2026-07-09,Detroit Tigers,Athletics,Comerica Park
823846,2026-07-09,Miami Marlins,Seattle Mariners,loanDepot park
824494,2026-07-09,Cincinnati Reds,Philadelphia Phillies,Great American Ball Park
823034,2026-07-09,St. Louis Cardinals,Milwaukee Brewers,Busch Stadium
822877,2026-07-09,Texas Rangers,Los Angeles Angels,Globe Life Field
823277,2026-07-09,San Diego Padres,Arizona Diamondbacks,Petco Park
823201,2026-07-09,San Francisco Giants,Colorado Rockies,Oracle Park
824252,2026-07-10,Detroit Tigers,Philadelphia Phillies,Comerica Park
823357,2026-07-10,Pittsburgh Pirates,Milwaukee Brewers,PNC Park
822709,2026-07-10,Washington Nationals,New York Yankees,Nationals Park
824817,2026-07-10,Baltimore Orioles,Kansas City Royals,Oriole Park at Camden Yards
824493,2026-07-10,Cincinnati Reds,Chicago Cubs,Great American Ball Park
822955,2026-07-10,Tampa Bay Rays,Seattle Mariners,Tropicana Field
823845,2026-07-10,Miami Marlins,Cleveland Guardians,loanDepot park
823604,2026-07-10,New York Mets,Boston Red Sox,Citi Field
824575,2026-07-10,Chicago White Sox,Athletics,Rate Field
822878,2026-07-10,Texas Rangers,Houston Astros,Globe Life Field
823685,2026-07-10,Minnesota Twins,Los Angeles Angels,Target Field
823033,2026-07-10,St. Louis Cardinals,Atlanta Braves,Busch Stadium
823278,2026-07-10,San Diego Padres,Toronto Blue Jays,Petco Park
823927,2026-07-10,Los Angeles Dodgers,Arizona Diamondbacks,UNIQLO Field at Dodger Stadium
823200,2026-07-10,San Francisco Giants,Colorado Rockies,Oracle Park
823682,2026-07-11,Minnesota Twins,Los Angeles Angels,Target Field
824576,2026-07-11,Chicago White Sox,Athletics,Rate Field
823198,2026-07-11,San Francisco Giants,Colorado Rockies,Oracle Park
822711,2026-07-11,Washington Nationals,New York Yankees,Nationals Park
823356,2026-07-11,Pittsburgh Pirates,Milwaukee Brewers,PNC Park
823603,2026-07-11,New York Mets,Boston Red Sox,Citi Field
822953,2026-07-11,Tampa Bay Rays,Seattle Mariners,Tropicana Field
823844,2026-07-11,Miami Marlins,Cleveland Guardians,loanDepot park
824249,2026-07-11,Detroit Tigers,Philadelphia Phillies,Comerica Park
824813,2026-07-11,Baltimore Orioles,Kansas City Royals,Oriole Park at Camden Yards
822875,2026-07-11,Texas Rangers,Houston Astros,Globe Life Field
824492,2026-07-11,Cincinnati Reds,Chicago Cubs,Great American Ball Park
823030,2026-07-11,St. Louis Cardinals,Atlanta Braves,Busch Stadium
823276,2026-07-11,San Diego Padres,Toronto Blue Jays,Petco Park
823926,2026-07-11,Los Angeles Dodgers,Arizona Diamondbacks,UNIQLO Field at Dodger Stadium
823358,2026-07-12,Pittsburgh Pirates,Milwaukee Brewers,PNC Park
824814,2026-07-12,Baltimore Orioles,Kansas City Royals,Oriole Park at Camden Yards
822708,2026-07-12,Washington Nationals,New York Yankees,Nationals Park
824491,2026-07-12,Cincinnati Reds,Chicago Cubs,Great American Ball Park
823602,2026-07-12,New York Mets,Boston Red Sox,Citi Field
822951,2026-07-12,Tampa Bay Rays,Seattle Mariners,Tropicana Field
824250,2026-07-12,Detroit Tigers,Philadelphia Phillies,Comerica Park
823842,2026-07-12,Miami Marlins,Cleveland Guardians,loanDepot park
823681,2026-07-12,Minnesota Twins,Los Angeles Angels,Target Field
824574,2026-07-12,Chicago White Sox,Athletics,Rate Field
823029,2026-07-12,St. Louis Cardinals,Atlanta Braves,Busch Stadium
822876,2026-07-12,Texas Rangers,Houston Astros,Globe Life Field
823199,2026-07-12,San Francisco Giants,Colorado Rockies,Oracle Park
823925,2026-07-12,Los Angeles Dodgers,Arizona Diamondbacks,UNIQLO Field at Dodger Stadium
823274,2026-07-12,San Diego Padres,Toronto Blue Jays,Petco Park
823443,2026-07-14,National League All-Stars,American League All-Stars,Citizens Bank Park
823440,2026-07-16,Philadelphia Phillies,New York Mets,Citizens Bank Park
824766,2026-07-17,Boston Red Sox,Tampa Bay Rays,Fenway Park
824737,2026-07-17,Boston Red Sox,Tampa Bay Rays,Fenway Park
823524,2026-07-17,New York Yankees,Los Angeles Dodgers,Yankee Stadium
824414,2026-07-17,Cleveland Guardians,Pittsburgh Pirates,Progressive Field
824901,2026-07-17,Atlanta Braves,Texas Rangers,Truist Park
822789,2026-07-17,Toronto Blue Jays,Chicago White Sox,Rogers Centre
823766,2026-07-17,Milwaukee Brewers,Miami Marlins,American Family Field
824655,2026-07-17,Chicago Cubs,Minnesota Twins,Wrigley Field
824170,2026-07-17,Houston Astros,Baltimore Orioles,Daikin Park
824090,2026-07-17,Kansas City Royals,San Diego Padres,Kauffman Stadium
824332,2026-07-17,Colorado Rockies,Cincinnati Reds,Coors Field
824009,2026-07-17,Los Angeles Angels,Detroit Tigers,Angel Stadium
824981,2026-07-17,Athletics,Washington Nationals,Sutter Health Park
825060,2026-07-17,Arizona Diamondbacks,St. Louis Cardinals,Chase Field
823115,2026-07-17,Seattle Mariners,San Francisco Giants,T-Mobile Park
824657,2026-07-18,Chicago Cubs,Minnesota Twins,Wrigley Field
822790,2026-07-18,Toronto Blue Jays,Chicago White Sox,Rogers Centre
824331,2026-07-18,Colorado Rockies,Cincinnati Reds,Coors Field
823441,2026-07-18,Philadelphia Phillies,New York Mets,Citizens Bank Park
824169,2026-07-18,Houston Astros,Baltimore Orioles,Daikin Park
824412,2026-07-18,Cleveland Guardians,Pittsburgh Pirates,Progressive Field
824088,2026-07-18,Kansas City Royals,San Diego Padres,Kauffman Stadium
825059,2026-07-18,Arizona Diamondbacks,St. Louis Cardinals,Chase Field
824738,2026-07-18,Boston Red Sox,Tampa Bay Rays,Fenway Park
824899,2026-07-18,Atlanta Braves,Texas Rangers,Truist Park
823763,2026-07-18,Milwaukee Brewers,Miami Marlins,American Family Field
823116,2026-07-18,Seattle Mariners,San Francisco Giants,T-Mobile Park
823523,2026-07-18,New York Yankees,Los Angeles Dodgers,Yankee Stadium
824979,2026-07-18,Athletics,Washington Nationals,Sutter Health Park
824008,2026-07-18,Los Angeles Angels,Detroit Tigers,Angel Stadium
822786,2026-07-19,Toronto Blue Jays,Chicago White Sox,Rogers Centre
824739,2026-07-19,Boston Red Sox,Tampa Bay Rays,Fenway Park
823439,2026-07-19,Philadelphia Phillies,New York Mets,Citizens Bank Park
824897,2026-07-19,Atlanta Braves,Texas Rangers,Truist Park
824411,2026-07-19,Cleveland Guardians,Pittsburgh Pirates,Progressive Field
824168,2026-07-19,Houston Astros,Baltimore Orioles,Daikin Park
824086,2026-07-19,Kansas City Royals,San Diego Padres,Kauffman Stadium
823764,2026-07-19,Milwaukee Brewers,Miami Marlins,American Family Field
824653,2026-07-19,Chicago Cubs,Minnesota Twins,Wrigley Field
824330,2026-07-19,Colorado Rockies,Cincinnati Reds,Coors Field
824978,2026-07-19,Athletics,Washington Nationals,Sutter Health Park
824007,2026-07-19,Los Angeles Angels,Detroit Tigers,Angel Stadium
823113,2026-07-19,Seattle Mariners,San Francisco Giants,T-Mobile Park
825057,2026-07-19,Arizona Diamondbacks,St. Louis Cardinals,Chase Field
823521,2026-07-19,New York Yankees,Los Angeles Dodgers,Yankee Stadium
824410,2026-07-20,Cleveland Guardians,Minnesota Twins,Progressive Field
823522,2026-07-20,New York Yankees,Pittsburgh Pirates,Yankee Stadium
822788,2026-07-20,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre
824736,2026-07-20,Boston Red Sox,Baltimore Orioles,Fenway Park
823436,2026-07-20,Philadelphia Phillies,Los Angeles Dodgers,Citizens Bank Park
824898,2026-07-20,Atlanta Braves,San Diego Padres,Truist Park
824087,2026-07-20,Kansas City Royals,San Francisco Giants,Kauffman Stadium
823762,2026-07-20,Milwaukee Brewers,New York Mets,American Family Field
824654,2026-07-20,Chicago Cubs,Detroit Tigers,Wrigley Field
822874,2026-07-20,Texas Rangers,Chicago White Sox,Globe Life Field
824167,2026-07-20,Houston Astros,Miami Marlins,Daikin Park
824328,2026-07-20,Colorado Rockies,Washington Nationals,Coors Field
825058,2026-07-20,Arizona Diamondbacks,Athletics,Chase Field
823112,2026-07-20,Seattle Mariners,Cincinnati Reds,T-Mobile Park
824006,2026-07-20,Los Angeles Angels,St. Louis Cardinals,Angel Stadium
824409,2026-07-21,Cleveland Guardians,Minnesota Twins,Progressive Field
823437,2026-07-21,Philadelphia Phillies,Los Angeles Dodgers,Citizens Bank Park
823519,2026-07-21,New York Yankees,Pittsburgh Pirates,Yankee Stadium
822787,2026-07-21,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre
824735,2026-07-21,Boston Red Sox,Baltimore Orioles,Fenway Park
824895,2026-07-21,Atlanta Braves,San Diego Padres,Truist Park
824085,2026-07-21,Kansas City Royals,San Francisco Giants,Kauffman Stadium
823760,2026-07-21,Milwaukee Brewers,New York Mets,American Family Field
824652,2026-07-21,Chicago Cubs,Detroit Tigers,Wrigley Field
822871,2026-07-21,Texas Rangers,Chicago White Sox,Globe Life Field
824165,2026-07-21,Houston Astros,Miami Marlins,Daikin Park
824329,2026-07-21,Colorado Rockies,Washington Nationals,Coors Field
824005,2026-07-21,Los Angeles Angels,St. Louis Cardinals,Angel Stadium
825056,2026-07-21,Arizona Diamondbacks,Athletics,Chase Field
823114,2026-07-21,Seattle Mariners,Cincinnati Reds,T-Mobile Park
823518,2026-07-22,New York Yankees,Pittsburgh Pirates,Yankee Stadium
824083,2026-07-22,Kansas City Royals,San Francisco Giants,Kauffman Stadium
823761,2026-07-22,Milwaukee Brewers,New York Mets,American Family Field
824327,2026-07-22,Colorado Rockies,Washington Nationals,Coors Field
825055,2026-07-22,Arizona Diamondbacks,Athletics,Chase Field
823110,2026-07-22,Seattle Mariners,Cincinnati Reds,T-Mobile Park
824004,2026-07-22,Los Angeles Angels,St. Louis Cardinals,Angel Stadium
824408,2026-07-22,Cleveland Guardians,Minnesota Twins,Progressive Field
823438,2026-07-22,Philadelphia Phillies,Los Angeles Dodgers,Citizens Bank Park
822784,2026-07-22,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre
824732,2026-07-22,Boston Red Sox,Baltimore Orioles,Fenway Park
824896,2026-07-22,Atlanta Braves,San Diego Padres,Truist Park
822873,2026-07-22,Texas Rangers,Chicago White Sox,Globe Life Field
824650,2026-07-22,Chicago Cubs,Detroit Tigers,Wrigley Field
824166,2026-07-22,Houston Astros,Miami Marlins,Daikin Park
824893,2026-07-23,Atlanta Braves,San Diego Padres,Truist Park
824406,2026-07-23,Cleveland Guardians,Minnesota Twins,Progressive Field
822785,2026-07-23,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre
823042,2026-07-23,St. Louis Cardinals,Arizona Diamondbacks,Busch Stadium
824247,2026-07-23,Detroit Tigers,Kansas City Royals,Comerica Park
823759,2026-07-24,Milwaukee Brewers,Colorado Rockies,American Family Field
824248,2026-07-24,Detroit Tigers,Kansas City Royals,Comerica Park
823352,2026-07-24,Pittsburgh Pirates,Chicago Cubs,PNC Park
822707,2026-07-24,Washington Nationals,Arizona Diamondbacks,Nationals Park
823434,2026-07-24,Philadelphia Phillies,New York Yankees,Citizens Bank Park
824812,2026-07-24,Baltimore Orioles,Atlanta Braves,Oriole Park at Camden Yards
823601,2026-07-24,New York Mets,Los Angeles Dodgers,Citi Field
822952,2026-07-24,Tampa Bay Rays,Cleveland Guardians,Tropicana Field
823843,2026-07-24,Miami Marlins,San Diego Padres,loanDepot park
824733,2026-07-24,Boston Red Sox,Toronto Blue Jays,Fenway Park
824573,2026-07-24,Chicago White Sox,Houston Astros,Rate Field
822872,2026-07-24,Texas Rangers,Seattle Mariners,Globe Life Field
823680,2026-07-24,Minnesota Twins,Athletics,Target Field
823031,2026-07-24,St. Louis Cardinals,Cincinnati Reds,Busch Stadium
823196,2026-07-24,San Francisco Giants,Los Angeles Angels,Oracle Park
824244,2026-07-25,Detroit Tigers,Kansas City Royals,Comerica Park
822704,2026-07-25,Washington Nationals,Arizona Diamondbacks,Nationals Park
823197,2026-07-25,San Francisco Giants,Los Angeles Angels,Oracle Park
824734,2026-07-25,Boston Red Sox,Toronto Blue Jays,Fenway Park
823841,2026-07-25,Miami Marlins,San Diego Padres,loanDepot park
823435,2026-07-25,Philadelphia Phillies,New York Yankees,Citizens Bank Park
822948,2026-07-25,Tampa Bay Rays,Cleveland Guardians,Tropicana Field
823355,2026-07-25,Pittsburgh Pirates,Chicago Cubs,PNC Park
824811,2026-07-25,Baltimore Orioles,Atlanta Braves,Oriole Park at Camden Yards
823679,2026-07-25,Minnesota Twins,Athletics,Target Field
824571,2026-07-25,Chicago White Sox,Houston Astros,Rate Field
823758,2026-07-25,Milwaukee Brewers,Colorado Rockies,American Family Field
823600,2026-07-25,New York Mets,Los Angeles Dodgers,Citi Field
823027,2026-07-25,St. Louis Cardinals,Cincinnati Reds,Busch Stadium
822869,2026-07-25,Texas Rangers,Seattle Mariners,Globe Life Field
822950,2026-07-26,Tampa Bay Rays,Cleveland Guardians,Tropicana Field
822706,2026-07-26,Washington Nationals,Arizona Diamondbacks,Nationals Park
823354,2026-07-26,Pittsburgh Pirates,Chicago Cubs,PNC Park
824730,2026-07-26,Boston Red Sox,Toronto Blue Jays,Fenway Park
824810,2026-07-26,Baltimore Orioles,Atlanta Braves,Oriole Park at Camden Yards
824246,2026-07-26,Detroit Tigers,Kansas City Royals,Comerica Park
823599,2026-07-26,New York Mets,Los Angeles Dodgers,Citi Field
823840,2026-07-26,Miami Marlins,San Diego Padres,loanDepot park
823678,2026-07-26,Minnesota Twins,Athletics,Target Field
824572,2026-07-26,Chicago White Sox,Houston Astros,Rate Field
823755,2026-07-26,Milwaukee Brewers,Colorado Rockies,American Family Field
823028,2026-07-26,St. Louis Cardinals,Cincinnati Reds,Busch Stadium
822870,2026-07-26,Texas Rangers,Seattle Mariners,Globe Life Field
823194,2026-07-26,San Francisco Giants,Los Angeles Angels,Oracle Park
823433,2026-07-26,Philadelphia Phillies,New York Yankees,Citizens Bank Park
822868,2026-07-27,Texas Rangers,Seattle Mariners,Globe Life Field
824245,2026-07-27,Detroit Tigers,Baltimore Orioles,Comerica Park
823353,2026-07-27,Pittsburgh Pirates,Arizona Diamondbacks,PNC Park
823839,2026-07-27,Miami Marlins,Philadelphia Phillies,loanDepot park
822705,2026-07-27,Washington Nationals,Toronto Blue Jays,Nationals Park
824490,2026-07-27,Cincinnati Reds,Cleveland Guardians,Great American Ball Park
823597,2026-07-27,New York Mets,Atlanta Braves,Citi Field
824570,2026-07-27,Chicago White Sox,New York Yankees,Rate Field
823025,2026-07-27,St. Louis Cardinals,Chicago Cubs,Busch Stadium
824001,2026-07-27,Los Angeles Angels,Houston Astros,Angel Stadium
824977,2026-07-27,Athletics,Boston Red Sox,Sutter Health Park
823195,2026-07-27,San Francisco Giants,Milwaukee Brewers,Oracle Park
824243,2026-07-28,Detroit Tigers,Baltimore Orioles,Comerica Park
823350,2026-07-28,Pittsburgh Pirates,Arizona Diamondbacks,PNC Park
822949,2026-07-28,Tampa Bay Rays,Texas Rangers,Tropicana Field
823838,2026-07-28,Miami Marlins,Philadelphia Phillies,loanDepot park
822703,2026-07-28,Washington Nationals,Toronto Blue Jays,Nationals Park
824489,2026-07-28,Cincinnati Reds,Cleveland Guardians,Great American Ball Park
823598,2026-07-28,New York Mets,Atlanta Braves,Citi Field
823676,2026-07-28,Minnesota Twins,Kansas City Royals,Target Field
824569,2026-07-28,Chicago White Sox,New York Yankees,Rate Field
823026,2026-07-28,St. Louis Cardinals,Chicago Cubs,Busch Stadium
824003,2026-07-28,Los Angeles Angels,Houston Astros,Angel Stadium
824976,2026-07-28,Athletics,Boston Red Sox,Sutter Health Park
823275,2026-07-28,San Diego Padres,Colorado Rockies,Petco Park
823193,2026-07-28,San Francisco Giants,Milwaukee Brewers,Oracle Park
823923,2026-07-28,Los Angeles Dodgers,Seattle Mariners,UNIQLO Field at Dodger Stadium
823837,2026-07-29,Miami Marlins,Philadelphia Phillies,loanDepot park
823351,2026-07-29,Pittsburgh Pirates,Arizona Diamondbacks,PNC Park
822702,2026-07-29,Washington Nationals,Toronto Blue Jays,Nationals Park
824242,2026-07-29,Detroit Tigers,Baltimore Orioles,Comerica Park
823596,2026-07-29,New York Mets,Atlanta Braves,Citi Field
823192,2026-07-29,San Francisco Giants,Milwaukee Brewers,Oracle Park
823273,2026-07-29,San Diego Padres,Colorado Rockies,Petco Park
822947,2026-07-29,Tampa Bay Rays,Texas Rangers,Tropicana Field
824487,2026-07-29,Cincinnati Reds,Cleveland Guardians,Great American Ball Park
823677,2026-07-29,Minnesota Twins,Kansas City Royals,Target Field
824567,2026-07-29,Chicago White Sox,New York Yankees,Rate Field
823022,2026-07-29,St. Louis Cardinals,Chicago Cubs,Busch Stadium
824002,2026-07-29,Los Angeles Angels,Houston Astros,Angel Stadium
824973,2026-07-29,Athletics,Boston Red Sox,Sutter Health Park
